5; 0.199591
50; 2.22813
100; 3.91322
200; 7.93516
1000; 40.5705
5; 0.209333
50; 1.9671
100; 3.98035
200; 7.94721
1000; 40.5151
5; 0.200379
50; 1.97601
100; 4.01184
200; 7.91592
1000; 40.6312
5; 0.201163
50; 1.98285
100; 3.9595
200; 7.90843
5; 0.217592
50; 2.01096
100; 4.01738
200; 8.06709
1000; 41.5849
